reference,name,latitude,longitude,grid,locationDesc,attempts,activations,qsos,my_activations,my_hunted_qsos
K-5392,Lincklaen State Forest,42.6753,-75.8519,FN22bq,US-NY,2,2,50,0,0
K-5393,Lincoln Mountain State Forest,43.1907,-73.7997,FN33ce,US-NY,8,7,219,0,0
K-5394,Line Brook State Forest,43.5666,-75.7591,FN23cn,US-NY,1,1,22,0,0
K-5395,Lonesome Bay State Forest,44.4357,-75.659,FN24ek,US-NY,0,0,0,0,0
K-5396,Long Pond State Forest,42.4139,-75.8406,FN22bj,US-NY,2,2,51,0,0
K-5397,Lookout State Forest,43.8274,-75.7428,FN23dt,US-NY,1,1,11,0,0
K-5398,Lost Nation State Forest,42.505,-78.262,FN02um,US-NY,3,3,127,0,0
K-5399,Lost Valley State Forest,42.8304,-74.2842,FN22ut,US-NY,3,3,45,0,0
K-5400,Ludlow Creek State Forest,42.4474,-75.705,FN22dk,US-NY,3,2,47,0,0
K-5401,Lutheranville State Forest,42.6084,-74.6155,FN22qo,US-NY,2,2,62,0,0
K-5402,Lyon Brook State Forest,42.4483,-75.525,FN22fk,US-NY,2,2,89,0,0
K-5403,Macomb State Forest,44.6214,-73.6442,FN34eo,US-NY,2,2,44,0,0
K-5404,Mad River State Forest,43.4054,-75.7546,FN23cj,US-NY,1,1,26,0,0
K-5405,Mallet Pond State Forest,42.5801,-74.5108,FN22rn,US-NY,2,2,39,0,0
K-5406,Maple Hill State Forest,42.0795,-76.616,FN12qb,US-NY,3,3,89,0,0
K-5407,Maple Valley State Forest,42.6507,-74.749,FN22pp,US-NY,2,2,155,0,0
K-5408,Mariposa State Forest,42.7253,-75.8367,FN22br,US-NY,2,2,43,0,0
K-5409,Marsh Pond State Forest,42.1167,-75.5399,FN22fc,US-NY,4,4,168,0,0
K-5410,Maxon Creek State Forest,42.7167,-75.9512,FN22ar,US-NY,1,1,23,0,0
K-5411,McCarthy Hill State Forest,42.0968,-77.1933,FN12jc,US-NY,5,5,115,0,0
K-5412,McCarty Hill State Forest,42.2385,-78.6934,FN02pf,US-NY,13,13,488,0,0
K-5413,McDonough State Forest,42.4966,-75.7203,FN22dl,US-NY,1,1,15,0,0
K-5414,Meads Creek State Forest,42.2552,-77.1227,FN12kg,US-NY,7,7,173,0,0
K-5415,Melondy Hill State Forest,42.2152,-75.4505,FN22gf,US-NY,4,4,113,0,0
K-5416,Michigan Hill State Forest,42.3948,-76.1872,FN12vj,US-NY,3,3,49,0,0
K-5417,Middle Ground Flats State Conservation Area,42.2646,-73.7963,FN32cg,US-NY,1,1,33,0,0
K-5418,Middle Grove State Forest,43.0833,-73.9478,FN33ab,US-NY,6,6,125,0,0
K-5419,Milford State Forest,42.5655,-75.039,FN22ln,US-NY,6,3,67,0,0
K-5420,Mohawk Springs State Forest,43.5278,-75.447,FN23gm,US-NY,1,1,13,0,0
K-5421,Montrose Point State Forest,41.2465,-73.9496,FN31af,US-NY,5,5,154,0,0
K-5422,Moon Pond State Forest,44.8579,-73.8467,FN34bu,US-NY,2,2,65,0,0
K-5423,Morgan Hill State Forest,42.78,-75.9984,FN22as,US-NY,2,2,37,0,0
K-5424,Morrow Mountain State Forest,42.8055,-75.764,FN22ct,US-NY,2,2,22,0,0
K-5425,Moss Hill State Forest,42.3209,-77.2259,FN12jh,US-NY,5,5,152,0,0
K-5426,Mount Hayden State Forest,42.3646,-74.2119,FN22vi,US-NY,3,3,245,0,0
K-5427,Mount Hunger State Forest,42.8835,-75.3345,FN22hv,US-NY,3,3,43,0,0
K-5428,North Mt. Loretto State Forest,40.5156,-74.2238,FN20vm,US-NY,43,42,2512,0,1
K-5429,Mount Pisgah State Forest,42.3687,-74.2499,FN22vi,US-NY,4,4,78,0,0
K-5430,Mount Pleasant State Forest,42.1991,-79.5466,FN02fe,US-NY,6,5,152,0,0
K-5431,Mount Tom State Forest,43.0016,-73.3262,FN33ia,US-NY,7,7,269,0,0
K-5432,Mount Washington State Forest,42.3751,-77.2349,FN12jj,US-NY,6,6,180,0,0
K-5433,Muller Hill State Forest,42.7552,-75.7738,FN22cs,US-NY,2,2,52,0,0
K-5434,Murphy Hill State Forest,42.1264,-74.866,FN22nd,US-NY,2,2,81,0,0
K-5435,Beaver Creek State Forest,40.6753,-80.5271,EN90rq,US-OH,39,38,1617,0,0
K-5436,Blue Rock State Forest,39.8412,-81.8584,EM99bu,US-OH,22,20,745,0,1
K-5437,Brush Creek State Forest,38.9771,-83.2881,EM88ix,US-OH,8,7,157,0,0
K-5438,Dean State Forest,38.6872,-82.6213,EM88qq,US-OH,10,9,475,0,0
K-5439,Fernwood State Forest,40.324,-80.7089,EN90ph,US-OH,30,28,1134,0,0
K-5440,Gifford State Forest,39.4473,-81.9091,EM99bk,US-OH,34,34,812,0,0
K-5441,Harrison State Forest,40.3391,-81.0262,EN90li,US-OH,21,20,1006,0,0
K-5442,Hocking State Forest,39.4388,-82.5456,EM89rk,US-OH,60,56,2772,0,0
K-5443,Maumee State Forest,41.5157,-83.9068,EN81bm,US-OH,39,33,1102,0,0
K-5444,Mohican-Memorial State Forest,40.6048,-82.2974,EN80uo,US-OH,82,77,3603,0,0
K-5445,Perry State Forest,39.7695,-82.2082,EM89vs,US-OH,9,9,487,0,0
K-5446,Pike State Forest,39.0791,-83.3468,EM89hb,US-OH,16,15,401,0,0
K-5447,Richland Furnace State Forest,39.1631,-82.6061,EM89qd,US-OH,11,10,342,0,0
K-5448,Scioto Trail State Forest,39.2576,-82.9407,EM89mg,US-OH,31,27,708,0,0
K-5449,Shade River State Forest,39.1153,-81.7951,EM99cc,US-OH,13,13,363,0,0
K-5450,Shawnee State Forest,38.7412,-83.1977,EM88jr,US-OH,35,34,1165,0,0
K-5451,Sunfish Creek State Forest,39.8103,-80.8367,EM99nt,US-OH,12,12,658,0,0
K-5452,Tar Hollow State Forest,39.3549,-82.7671,EM89oi,US-OH,39,36,1759,0,1
K-5453,Vinton Furnace Experimental State Forest,39.1868,-82.3994,EM89te,US-OH,10,9,194,0,0
K-5454,Yellow Creek State Forest,40.656,-80.8004,EN90op,US-OH,10,10,544,0,0
K-5455,Zaleski State Forest,39.2905,-82.3901,EM89tg,US-OH,68,66,2562,0,0
K-5456,Clatsop State Forest,46.1762,-123.504,CN86fe,US-OR,8,7,147,0,0
K-5457,Elliott State Forest,43.446,-124.022,CN73xk,US-OR,10,9,245,0,0
K-5458,Gilchrist State Forest,43.472,-121.681,CN93dl,US-OR,7,7,119,0,0
K-5459,Santiam State Forest,44.7203,-122.446,CN84sr,US-OR,4,4,118,0,0
K-5460,Sun Pass State Forest,42.738,-121.937,CN92ar,US-OR,2,2,31,0,0
K-5461,Tillamook State Forest,45.5904,-123.558,CN85fo,US-OR,29,18,403,0,0
K-5462,Bald Eagle State Forest,40.8836,-77.6709,FN10dv,US-PA,26,26,826,0,0
K-5463,Buchanan State Forest,40.017,-78.1522,FN00wa,US-PA,33,32,2609,0,0
K-5464,Clear Creek State Forest,41.3138,-79.0811,FN01lh,US-PA,25,23,712,0,0
K-5465,Cornplanter State Forest,41.6755,-79.8533,FN01bq,US-PA,11,11,312,0,0
K-5466,Delaware State Forest,41.3583,-75.2042,FN21ji,US-PA,31,27,1833,0,0
K-5467,Elk State Forest,41.3254,-78.2859,FN01uh,US-PA,66,63,4301,0,0
K-5468,Forbes State Forest,40.1298,-79.1914,FN00jd,US-PA,61,56,2531,0,0
K-5469,Gallitzin State Forest,40.1991,-78.6982,FN00pe,US-PA,4,4,149,0,0
K-5470,Loyalsock State Forest,41.4926,-76.8018,FN11ol,US-PA,9,9,501,0,0
K-5471,Michaux State Forest,39.9729,-77.4445,FM19gx,US-PA,71,64,2013,0,0
K-5472,Moshannon State Forest,41.199,-78.4523,FN01se,US-PA,101,98,7466,0,2
K-5473,Pinchot State Forest,41.2,-75.6302,FN21ee,US-PA,60,53,3336,0,1
K-5474,Rothrock State Forest,40.7113,-77.8192,FN10cr,US-PA,56,45,1663,0,0
K-5475,Sproul State Forest,41.2471,-77.7079,FN11df,US-PA,9,9,337,0,0
K-5476,Susquehannock State Forest,41.5,-77.6815,FN11dm,US-PA,20,19,776,0,0
K-5477,Tiadaghton State Forest,41.1384,-77.0851,FN11kd,US-PA,10,9,247,0,0
K-5478,Tioga State Forest,41.7486,-77.547,FN11fr,US-PA,17,15,418,0,0
K-5479,Tuscarora State Forest,40.3617,-77.5556,FN10fi,US-PA,25,22,776,0,0
K-5480,Weiser State Forest,40.8306,-76.3346,FN10tt,US-PA,17,15,709,0,0
K-5481,William Penn State Forest,40.2016,-75.8108,FN20ce,US-PA,87,83,2944,0,0
K-5482,Wickaboxet State Forest,41.6364,-71.7359,FN41dp,US-RI,13,12,497,0,0
K-5483,Lincoln Woods State Forest,41.8962,-71.4327,FN41gv,US-RI,15,13,390,0,0
K-5484,George Washington Memorial State Forest,41.9259,-71.7359,FN41dw,US-RI,26,24,833,0,0
K-5485,Harbison State Forest,34.0821,-81.1346,EM94kb,US-SC,50,49,1927,0,0
K-5486,Manchester State Forest,33.8199,-80.5122,EM93rt,US-SC,39,39,1205,0,0
K-5487,Poe Creek State Forest,34.9399,-82.8675,EM84nw,US-SC,24,22,875,0,0
K-5488,Sand Hills State Forest,34.55,-80.1124,EM94wn,US-SC,46,44,2188,0,0
K-5489,Wee Tee State Forest,33.4032,-79.773,FM03cj,US-SC,16,15,506,0,0
K-5490,Bledsoe State Forest,35.724,-85.2425,EM75jr,US-TN,9,9,224,0,0
K-5491,Chickasaw State Forest,35.3803,-88.8329,EM55oj,US-TN,23,21,506,0,0
K-5492,Chuck Swan State Forest,36.3714,-83.8884,EM86bi,US-TN,8,8,277,0,0
K-5493,Franklin-Marion State Forest,35.0948,-85.8528,EM75bc,US-TN,11,7,183,0,0
K-5494,John Tully State Forest,35.6708,-89.8177,EM55cq,US-TN,9,9,106,0,0
K-5495,Lewis State Forest,35.5119,-87.6014,EM65em,US-TN,6,6,210,0,0
K-5496,Lone Mountain State Forest,36.0481,-84.5694,EM76rb,US-TN,7,7,201,0,0
K-5497,Martha Sundquist State Forest,35.8103,-83.0355,EM85lt,US-TN,6,6,267,0,0
K-5498,Pickett State Forest,36.5684,-84.8078,EM76on,US-TN,5,4,90,0,0
K-5499,Prentice Cooper State Forest,35.1398,-85.4272,EM75gd,US-TN,18,17,700,0,0
K-5500,Scott State Forest,36.4834,-84.6833,EM76pl,US-TN,2,2,55,0,0
K-5501,Standing Stone State Forest,36.459,-85.4375,EM76gl,US-TN,19,16,930,0,0
K-5502,Stewart State Forest,36.3864,-87.7564,EM66cj,US-TN,6,6,141,0,0
K-5503,Appomattox-Buckingham State Forest,37.4175,-78.6694,FM07pk,US-VA,30,29,1393,0,0
K-5504,Big Woods Wildlife Management Area,36.938,-77.0811,FM16lw,US-VA,10,10,644,0,0
K-5506,Browne State Forest,37.7904,-76.7805,FM17os,US-VA,5,5,99,0,0
K-5507,Channels State Forest,36.828,-81.9621,EM96at,US-VA,6,6,191,0,0
K-5508,Chesterfield State Forest,37.3066,-77.5378,FM17fh,US-VA,21,21,1394,0,0
K-5509,Chilton Woods State Forest,37.8202,-76.5629,FM17rt,US-VA,4,3,57,0,0
K-5510,Conway-Robinson Memorial State Forest,38.8082,-77.5877,FM18et,US-VA,58,52,2173,0,0
K-5511,Crawfords State Forest,37.4485,-77.0838,FM17kk,US-VA,11,11,275,0,0
K-5512,Cumberland State Forest,37.5082,-78.2961,FM07um,US-VA,7,6,246,0,0
K-5513,Halpata Tatanaki Preserve State Conservation Area,29.0281,-82.3104,EL89ua,US-FL,11,11,249,0,0
K-5514,Dragon Run State Forest,37.7097,-76.8075,FM17or,US-VA,4,4,94,0,0
K-5515,Hawks State Forest,36.6058,-80.7755,EM96oo,US-VA,7,7,110,0,0
K-5516,Lesesne State Forest,37.8474,-78.9686,FM07mu,US-VA,15,14,439,0,0
K-5517,Matthews State Forest,36.6273,-80.9588,EM96mp,US-VA,9,9,653,0,0
K-5518,Moore's Creek State Forest,37.7436,-79.655,FM07er,US-VA,4,3,87,0,0
K-5519,Niday Place State Forest,37.3928,-80.3979,EM97tj,US-VA,9,9,281,0,0
K-5520,Chassahowitzka River and Coastal Swamp State Conservation Area,28.7145,-82.5772,EL88rr,US-FL,7,7,99,0,0
K-5521,Paul State Forest,38.4363,-79.0235,FM08lk,US-VA,12,12,367,0,0
K-5522,Prince Edward-Gallion State Forest,37.1812,-78.3102,FM07ue,US-VA,14,14,990,0,0
K-5523,Sandy Point State Forest,37.6694,-76.9499,FM17mq,US-VA,7,6,253,0,1
K-5524,Chito Branch Reserve State Conservation Area,27.8333,-82.1741,EL87vt,US-FL,44,44,1954,0,0
K-5525,Whitney State Forest,38.6695,-77.8117,FM18cq,US-VA,23,21,612,0,0
K-5526,Zoar State Forest,37.7885,-77.1103,FM17ks,US-VA,14,14,354,0,0
K-5527,Arlington State Forest,43.031,-73.203,FN33ja,US-VT,0,0,0,0,0
K-5528,Townshend State Forest,43.0403,-72.6925,FN33pa,US-VT,3,2,80,0,0
K-5529,Mollie Beattie State Forest,43.1626,-72.6403,FN33qd,US-VT,3,2,111,0,0
K-5530,Dorand State Forest,43.2001,-72.5499,FN33re,US-VT,2,2,202,0,0
K-5531,William C. Putnam State Forest,43.2054,-72.6166,FN33qe,US-VT,2,2,105,0,0
K-5532,Hapgood State Forest,43.2215,-72.937,FN33mf,US-VT,4,4,98,0,0
K-5533,Williams River State Forest,43.2351,-72.6694,FN33pf,US-VT,2,2,70,0,0
K-5534,Rupert State Forest,43.2367,-73.129,FN33kf,US-VT,1,1,12,0,0
K-5535,Proctor-Piper State Forest,43.3576,-72.6312,FN33qi,US-VT,3,3,113,0,0
K-5536,Okemo State Forest,43.3787,-72.7509,FN33oj,US-VT,13,13,410,0,0
K-5537,Lord State Forest,43.4198,-72.5535,FN33rk,US-VT,2,2,129,0,0
K-5538,Lower Clarendon Gorge State Forest,43.5192,-72.9303,FN33mm,US-VT,2,2,92,0,0
K-5539,Jim Jeffords State Forest,43.5756,-72.8938,FN33nn,US-VT,4,4,152,0,0
K-5540,Aitken State Forest,43.5837,-72.9287,FN33mo,US-VT,2,2,103,0,0
K-5541,Calvin Coolidge State Forest,43.6093,-72.8052,FN33oo,US-VT,18,16,735,0,0
K-5542,West Rutland State Forest,43.6595,-73.0936,FN33kp,US-VT,2,2,73,0,0
K-5543,Mount Carmel State Forest,43.7692,-72.9161,FN33ns,US-VT,1,1,61,0,0
K-5544,Downer State Forest,43.788,-72.3812,FN33ts,US-VT,6,6,412,0,1
K-5545,Thetford Hill State Forest,43.8276,-72.2223,FN33vt,US-VT,5,5,186,0,0
K-5546,Mount Cushman State Forest,43.8952,-72.7564,FN33ov,US-VT,1,1,12,0,0
K-5547,Granville Gulf Reservation State Forest,44.0228,-72.831,FN34oa,US-VT,0,0,0,0,0
K-5548,Washington State Forest,44.0403,-72.3805,FN34ta,US-VT,1,1,26,0,0
K-5549,Roxbury State Forest,44.0754,-72.7805,FN34ob,US-VT,2,2,59,0,0
K-5550,Boyer State Forest,44.2054,-72.6344,FN34qe,US-VT,2,2,111,0,0
K-5551,Jones State Forest,44.2268,-72.3685,FN34tf,US-VT,2,2,85,0,0
K-5552,Groton State Forest,44.2665,-72.2855,FN34ug,US-VT,12,10,552,0,0
K-5553,Camels Hump State Forest,44.2696,-72.9144,FN34ng,US-VT,1,1,53,0,0
K-5554,Putnam State Forest,44.4237,-72.6229,FN34qk,US-VT,3,3,50,0,0
K-5555,Mount Mansfield State Forest,44.4921,-72.8186,FN34ol,US-VT,12,10,467,0,0
K-5556,Lyndon State Forest,44.5004,-71.9929,FN44am,US-VT,2,2,86,0,0
K-5557,Victory State Forest,44.5472,-71.8271,FN44cn,US-VT,5,5,180,0,0
K-5558,Mathewson State Forest,44.612,-72.0681,FN34xo,US-VT,2,2,258,0,0
K-5559,Cambridge State Forest,44.6627,-72.868,FN34np,US-VT,1,1,17,0,0
K-5560,Long Trail State Forest,44.7037,-72.6804,FN34pq,US-VT,1,1,18,0,0
K-5561,Willoughby State Forest,44.7156,-72.0627,FN34xr,US-VT,3,2,81,0,0
K-5562,Jay State Forest,44.9287,-72.5267,FN34rw,US-VT,3,2,67,0,0
K-5563,Black Turn Brook State Forest,45.0004,-71.8175,FN45ca,US-VT,2,2,70,0,0
K-5564,Essex Nursery State Forest,44.4971,-73.1275,FN34kl,US-VT,2,2,1044,0,0
K-5565,Ahtanum State Forest,46.5179,-121.011,CN96lm,US-WA,11,10,394,0,0
K-5566,Blanchard State Forest,48.6165,-122.386,CN88to,US-WA,16,15,390,0,0
K-5567,Capitol State Forest,46.958,-123.113,CN86kw,US-WA,30,25,509,0,0
K-5568,Elbe Hills-Tahoma State Forest,46.7852,-122.094,CN86ws,US-WA,5,5,107,0,0
K-5569,Green Mountain-Tahuya State Forest,47.4711,-122.911,CN87nl,US-WA,11,9,225,0,0
K-5570,Little Pend Oreille State Forest,48.6812,-117.75,DN18dq,US-WA,0,0,0,0,0
K-5571,Loomis-Loup Loup State Forest,48.9395,-119.792,DN08cw,US-WA,1,1,27,0,0
K-5572,Olympic Peninsula State Forest,48.0567,-123.506,CN88fb,US-WA,2,1,20,0,0
K-5573,Teanaway State Forest,47.2838,-120.915,CN97ng,US-WA,8,8,155,0,0
K-5574,Tiger Mountain State Forest,47.5291,-121.994,CN97am,US-WA,23,22,506,0,0
K-5575,Klickitat Canyon State Forest,46.0331,-121.171,CN96ja,US-WA,3,3,71,0,0
K-5576,Yacolt Burn State Forest,45.7107,-122.385,CN85tr,US-WA,10,10,216,0,0
K-5577,Brule River State Forest,46.5371,-91.5935,EN46em,US-WI,6,6,184,0,0
K-5578,Coulee Experimental State Forest,43.8519,-91.0337,EN43lu,US-WI,98,85,2584,0,0
K-5579,Havenwoods State Forest,43.1287,-87.9694,EN63ad,US-WI,56,51,1973,0,0
K-5580,Governor Earl Peshtigo River State Forest,45.287,-88.1935,EN55vg,US-WI,9,7,219,0,0
K-5582,Cabwaylingo State Forest,37.9809,-82.3577,EM87tx,US-WV,108,107,5211,0,0
K-5583,Calvin Price State Forest,38.0702,-80.1388,EM98wb,US-WV,5,5,119,0,0
K-5584,Camp Creek State Forest,37.5053,-81.1331,EM97km,US-WV,30,30,1238,0,0
K-5585,Coopers Rock State Forest,39.6379,-79.8151,FM09cp,US-WV,57,53,2604,0,0
K-5586,Greenbrier State Forest,37.7522,-80.3536,EM97ts,US-WV,19,19,805,0,0
K-5587,Kanawha State Forest,38.2722,-81.6585,EM98eg,US-WV,83,82,4095,0,1
K-5588,Kumbrabow State Forest,38.6313,-80.0854,EM98wp,US-WV,6,6,132,0,0
K-5589,Seneca State Forest,38.3062,-79.9443,FM08ah,US-WV,7,7,311,0,0
K-5590,Big Cottonwood Wildlife Management Area,42.3047,-114.013,DN22xh,US-ID,3,3,113,0,0
K-5591,Billingsley Creek Wildlife Management Area,42.833,-114.882,DN22nt,US-ID,7,7,173,0,0
K-5592,Blackfoot River Wildlife Management Area,42.8199,-111.355,DN42ht,US-ID,1,1,31,0,0
K-5593,Boise River Wildlife Management Area,43.4827,-115.958,DN23al,US-ID,54,47,3219,0,0
K-5594,Boundary Creek Wildlife Management Area,48.9827,-116.549,DN18rx,US-ID,1,1,13,0,0
K-5595,Camas Prairie Wildlife Management Area,43.2893,-115.018,DN23lg,US-ID,4,4,159,0,0
K-5596,Carey Lake Wildlife Management Area,43.3235,-113.931,DN33ah,US-ID,4,4,90,0,0
K-5597,Cartier Slough Wildlife Management Area,43.8154,-111.913,DN43bt,US-ID,6,6,205,0,0
K-5598,Cecil D. Andrus Wildlife Management Area,44.7576,-116.889,DN14ns,US-ID,5,5,160,0,0
K-5599,C.J. Strike Wildlife Management Area,42.9581,-115.968,DN22aw,US-ID,17,15,773,0,0
K-5600,Coeur d'Alene River Wildlife Management Area,47.4825,-116.732,DN17pl,US-ID,6,6,121,0,0
K-5601,Craig Mountain Wildlife Management Area,46.1246,-116.918,DN16mc,US-ID,1,1,12,0,0
K-5602,Deer Parks Wildlife Management Area,43.7628,-112,DN43as,US-ID,2,2,26,0,0
K-5603,Farragut Wildlife Management Area,47.9718,-116.542,DN17rx,US-ID,8,8,224,0,0
K-5604,Fort Boise Wildlife Management Area,43.8179,-117.01,DN13lt,US-ID,21,21,987,0,0
K-5605,Georgetown Summit Wildlife Management Area,42.5562,-111.417,DN42gn,US-ID,2,2,39,0,0
K-5606,Hagerman Wildlife Management Area,42.7693,-114.879,DN22ns,US-ID,12,12,276,0,0
K-5607,Market Lake Wildlife Management Area,43.7798,-112.146,DN33ws,US-ID,4,4,174,0,0
K-5608,McArthur Lake Wildlife Management Area,48.5137,-116.45,DN18sm,US-ID,1,1,12,0,0
K-5609,Montour Wildlife Management Area,43.9303,-116.326,DN13uw,US-ID,25,21,498,0,0
K-5610,Montpelier Wildlife Management Area,42.3335,-111.253,DN42ii,US-ID,7,5,94,0,0
K-5611,Mud Lake Wildlife Management Area,43.8914,-112.417,DN33sv,US-ID,5,5,187,0,0
K-5612,Niagara Springs Wildlife Management Area,42.671,-114.715,DN22pq,US-ID,7,7,135,0,0
K-5613,Payette River Wildlife Management Area,44.0059,-116.814,DN14oa,US-ID,42,35,1278,0,0
K-5614,Pend Oreille Wildlife Management Area,48.3178,-116.394,DN18th,US-ID,6,5,70,0,0
K-5615,Portneuf Wildlife Management Area,42.7033,-112.201,DN32vq,US-ID,4,4,136,0,0
K-5616,Red River Wildlife Management Area,45.729,-115.43,DN25gr,US-ID,4,3,63,0,0
K-5617,St. Maries Wildlife Management Area,47.2623,-116.551,DN17rg,US-ID,2,2,39,0,0
K-5618,Sand Creek Wildlife Management Area,44.038,-111.717,DN44da,US-ID,2,2,35,0,0
K-5619,Snow Peak Wildlife Management Area,47.0444,-115.649,DN27eb,US-ID,0,0,0,0,0
K-5620,Sterling Wildlife Management Area,42.9626,-112.766,DN32ox,US-ID,2,2,63,0,0
K-5621,Tex Creek Wildlife Management Area,43.4674,-111.709,DN43dl,US-ID,5,5,178,0,0
K-5622,Niobrara National Wild and Scenic River,42.7836,-100.027,DN92xs,US-NE,6,6,560,0,0
K-5623,Minnewaska State Park Preserve,41.7351,-74.239,FN21vr,US-NY,14,13,488,0,0
K-5624,Jack Creek State Conservation Area,27.38,-81.4249,EL97gj,US-FL,10,10,426,0,0
K-5625,Mormon Island State Recreation Area,40.8252,-98.369,EN00tt,US-NE,12,12,561,0,0
K-5626,Windmill State Recreation Area,40.706,-98.8437,EN00nq,US-NE,10,9,299,0,0
K-5627,Cheyenne State Recreation Area,40.7651,-98.5896,EN00qs,US-NE,14,14,448,0,0
K-5628,Fort Kearny State Recreation Area,40.6548,-98.9883,EN00mp,US-NE,9,9,273,0,0
K-5629,Sherman Reservoir State Recreation Area,41.299,-98.8931,EN01nh,US-NE,5,4,132,0,0
K-5630,Calamus Reservoir State Recreation Area,41.8457,-99.217,EN01ju,US-NE,4,4,177,0,0
K-5631,Merritt Reservoir State Recreation Area,42.5975,-100.892,DN92no,US-NE,4,4,84,0,0
K-5632,North Loup State Recreation Area,41.2637,-98.4556,EN01sg,US-NE,4,3,206,0,0
K-5633,Carlsbad State Beach,33.1468,-117.345,DM13hd,US-CA,21,15,392,0,0
K-5634,South Carlsbad State Beach,33.1014,-117.319,DM13ic,US-CA,72,56,1408,0,0
K-5635,Mount Greylock State Reserve,42.6167,-73.1869,FN32jo,US-MA,37,33,728,0,0
K-5636,White Nursery State Forest,37.5566,-91.8769,EM47bn,US-MO,69,68,3662,0,0
K-5637,Holland State Forest,36.8968,-93.367,EM36hv,US-MO,10,10,327,0,0
K-5638,Funk  Memorial State Forest,37.3075,-90.7279,EM47ph,US-MO,2,2,90,0,0
K-5639,Writing Rock State Historic Site,48.7797,-103.86,DN88bs,US-ND,2,2,127,0,0
K-5640,Lewis and Clark National Historical Park,46.1335,-123.885,CN86bd,"US-OR,US-WA",34,30,777,0,0
K-5641,Jesse Owens State Park,39.7067,-81.725,EM99dq,US-OH,16,15,613,0,0
K-5642,Swanson Reservoir State Recreation Area,40.1717,-101.073,DN90le,US-NE,4,4,123,0,0
K-5643,Lower Wisconsin State Riverway State Park,43.1997,-90.3425,EN43te,US-WI,212,210,25592,0,1
K-5644,Fisher Grove State Park,44.8835,-98.3547,EN04tv,US-SD,3,3,313,0,0
K-5645,Spirit Mound Historic Prairie State Park,42.8676,-96.9544,EN12mu,US-SD,11,11,609,0,0
K-5646,Lake McConaughy State Recreation Area,41.2498,-101.712,DN91df,US-NE,7,7,207,0,0
K-5647,Branched Oak State Recreation Area,40.973,-96.8707,EN10nx,US-NE,10,10,444,0,0
K-5648,Memphis Lake State Recreation Area,41.1023,-96.444,EN11sc,US-NE,6,6,187,0,0
K-5649,Pawnee State Recreation Area,40.8483,-96.8699,EN10nu,US-NE,16,16,643,0,0
K-5650,Louisville State Recreation Area,41.004,-96.1668,EN11va,US-NE,13,12,402,0,0
K-5651,Olive Creek Lake State Recreation Area,40.5802,-96.8475,EN10nn,US-NE,5,5,185,0,0
K-5652,Bluestem Lake State Recreation Area,40.6283,-96.7956,EN10op,US-NE,9,7,250,0,0
K-5653,Stagecoach Lake State Recreation Area,40.6008,-96.6467,EN10qo,US-NE,5,5,514,0,0
K-5654,Wagon Train Lake State Recreation Area,40.6264,-96.5792,EN10rp,US-NE,9,9,456,0,0
K-5655,Lake Minatare State Recreation Area,41.9303,-103.501,DN81fw,US-NE,5,5,188,0,0
K-5656,Flanagan Lake State Park,41.311,-96.1822,EN11vh,US-NE,14,14,555,0,0
K-5657,Standing Bear Lake State Park,41.316,-96.1275,EN11wh,US-NE,12,12,337,0,0
K-5658,Lake Zorinsky State Park,41.2151,-96.1611,EN11wf,US-NE,43,43,1476,0,0
K-5659,Alexandria Lakes State Recreation Area,40.2322,-97.3286,EN10if,US-NE,9,9,365,0,0
K-5660,Box Butte Reservoir State Recreation Area,42.4598,-103.073,DN82ll,US-NE,3,3,118,0,0
K-5661,Bridgeport State Recreation Area,41.681,-103.108,DN81kq,US-NE,3,3,62,0,0
K-5662,Conestoga Lake State Recreation Area,40.7699,-96.8496,EN10ns,US-NE,9,9,428,0,0
K-5663,Dead Timber State Recreation Area,41.7174,-96.6873,EN11pr,US-NE,3,3,87,0,0
K-5664,Enders Reservoir State Recreation Area,40.4296,-101.523,DN90fk,US-NE,2,2,41,0,0
K-5665,Fremont Lakes State Recreation Area,41.439,-96.5472,EN11rk,US-NE,4,4,109,0,0
K-5666,Gallagher Canyon State Recreation Area,40.7354,-99.9779,EN00ar,US-NE,3,3,41,0,0
K-5667,Johnson Lake State Recreation Area,40.6826,-99.831,EN00cq,US-NE,4,4,84,0,0
K-5668,Keller Park State Recreation Area,42.6672,-99.7732,EN02cq,US-NE,3,1,50,0,0
K-5669,Lake Maloney State Recreation Area,41.0453,-100.767,DN91ob,US-NE,3,3,40,0,0
K-5670,Lake Panasoffkee State Conservation Area,28.8654,-82.1326,EL88wu,US-FL,42,42,1128,0,0
K-5671,Lake Ogallala State Recreation Area,41.2342,-101.665,DN91ef,US-NE,2,2,33,0,0
K-5672,Pelican Point State Recreation Area,41.8336,-96.112,EN11wu,US-NE,2,2,54,0,0
K-5673,Red Willow Reservoir State Recreation Area,40.3691,-100.667,DN90pi,US-NE,2,2,31,0,0
K-5674,Summit Lake State Recreation Area,41.7608,-96.2924,EN11us,US-NE,3,3,118,0,0
K-5675,Sutherland Reservoir State Recreation Area,41.1258,-101.138,DN91kd,US-NE,6,6,133,0,0
K-5676,Two Rivers State Recreation Area,41.2208,-96.3548,EN11tf,US-NE,40,40,867,0,0
K-5677,Union Pacific State Recreation Area,40.6789,-99.2521,EN00iq,US-NE,11,10,289,0,0
